"","jsw","kgh","kru","pge","mbk","pkn"
"2020-05-06",12.525,69.9583,60.2249,3.747,190.5,41.7184
"2020-05-07",12.535,71.0737,60.0214,3.819,188.2,43.3717
"2020-05-08",12.66,72.7946,64.6637,3.865,188.3,44.7686
"2020-05-11",12.47,71.2243,63.8091,3.825,184.5,44.8401
"2020-05-12",12.885,71.5085,65.3969,4.047,184.6,45.994
"2020-05-13",13.115,69.7686,63.6057,4.039,190.3,44.7115
"2020-05-14",12.61,68.0668,63.1166,4.014,183.6,43.7425
"2020-05-15",12.955,68.7856,62.7088,4.07,182.3,43.2287
"2020-05-18",13.41,76.6891,61.6508,4.24,185.9,45.9377
"2020-05-19",13.6,78.3718,63.1166,4.33,186.8,45.4667
"2020-05-20",13.895,78.5606,65.1927,4.275,187.2,46.0085
"2020-05-21",14.05,76.67,64.094,4.25,185,45.3813
"2020-05-22",13.025,75.5546,63.5243,4.191,183.9,44.5403
"2020-05-25",13.62,76.0465,70.3647,4.232,184,44.9391
"2020-05-26",14.3,80.5463,79.8526,4.296,186,46.9348
"2020-05-27",15.38,80.6599,76.5549,4.441,207.8,47.4198
"2020-05-28",15.335,80.7161,78.9167,4.569,212,48.0752
"2020-05-29",16.535,81.5674,81.4006,4.836,215.4,47.5765
"2020-06-01",17.5,82.6448,83.8845,5.28,213.6,48.2463
"2020-06-02",18,83.2883,87.3077,5.52,215.6,48.3173
"2020-06-03",19.065,83.0614,94.7995,5.88,221.8,49.0015
"2020-06-04",19.84,83.3826,94.5512,5.896,226.2,49.0586
"2020-06-05",21.14,86.5212,97.3206,6.25,247.6,51.7951
"2020-06-08",19.2,85.8405,95.2859,6.318,257.6,51.0256
"2020-06-09",20.06,83.7794,95.5334,7.01,254.8,49.5435
"2020-06-10",20.1,84.9891,95.8611,7.97,251.4,49.7992
"2020-06-12",19.38,82.6257,92.8443,8.172,240,47.2919
"2020-06-15",19.04,80.2623,89.5801,7.45,237.2,44.7115
"2020-06-16",19.8,82.9289,89.014,7.38,244.2,47.3909
"2020-06-17",18.63,82.0776,87.4688,6.96,242.2,47.1062
"2020-06-18",18.7,81.7754,88.7664,7.94,244.8,46.963
"2020-06-19",19.11,83.0986,88.9344,8.072,242.4,47.2058
"2020-06-22",19.82,82.172,89.5801,8.1,236.4,46.4074
"2020-06-23",19.8,84.9891,93.4108,7.6,244.6,47.3057
"2020-06-24",19.2,83.723,88.7664,7.336,241.2,45.6667
"2020-06-25",19.185,84.952,88.1206,7.36,240.8,46.0512
"2020-06-26",18.405,83.8365,85.1874,7.148,237.6,45.4103
"2020-06-29",18.8,85.5192,86.8159,6.844,238.4,45.325
"2020-06-30",18.7,85.9348,87.8765,6.874,230,44.6255
"2020-07-01",18.64,87.8826,85.5103,6.876,234.4,45.0967
"2020-07-02",18.82,90.1706,89.5801,7.25,233.6,45.2672
"2020-07-03",18.84,89.1115,89.0937,7.146,236.4,45.2101
"2020-07-06",19.92,91.7018,86.8159,7.238,238.2,45.6097
"2020-07-07",20.1,91.7018,85.5953,7.12,234,45.1248
"2020-07-08",20.19,91.8906,84.6195,7.152,229.2,44.0127
"2020-07-09",19.52,95.8614,83.0698,7.21,228.2,43.6147
"2020-07-10",19.63,96.4334,89.5801,7.148,229.2,43.7707
"2020-07-13",20.38,101.868,90.8893,7.194,230,44.4664
"2020-07-14",19.4,99.7891,86.6549,7.002,224.4,42.3799
"2020-07-15",19.9,101.248,88.2799,7.002,223,41.6698
"2020-07-16",19.5,101.153,89.421,6.866,216,43.017
"2020-07-17",19.41,101.391,87.5456,6.686,212.6,42.9593
"2020-07-20",19.8,104.556,92.4369,8,209.8,42.8724
"2020-07-21",19.84,106.825,95.8611,7.612,217,43.2781
"2020-07-22",20,108.722,93.6582,7.542,215,42.5824
"2020-07-23",19.41,112.498,97.0807,7.422,209,41.7421
"2020-07-24",19.3,112.688,95.7722,7.348,206,41.8875
"2020-07-27",19.1,123.28,95.3651,7.902,199.6,41.2496
"2020-07-28",18.5,122.374,111.084,7.42,200,41.5251
"2020-07-29",16.75,124.225,108.235,7.098,196.2,40.7282
"2020-07-30",15.36,119.019,101.804,6.666,190.4,38.3951
"2020-07-31",16.495,119.162,104.813,6.622,187.4,38.5983
"2020-08-03",17.395,123.042,111.57,6.846,192,38.4096
"2020-08-04",16.89,122.374,111.491,6.824,190.3,38.6707
"2020-08-05",17.1,129.705,113.534,6.912,192.8,39.1777
"2020-08-06",16.39,131.736,109.377,6.674,186,37.9316
"2020-08-07",16.02,128.572,111.66,6.41,188,38.8587
"2020-08-10",16.3,130.459,109.05,6.526,192,38.5406
"2020-08-11",16.72,124.787,105.06,7,204.8,39.4821
"2020-08-12",16.37,127.008,105.547,6.868,201,40.1779
"2020-08-13",16.3,126.207,108.395,6.748,208.6,40.3514
"2020-08-14",16.2,124.787,109.943,6.842,207.6,40.2647
"2020-08-17",16.64,128.523,113.198,6.95,201.6,40.9893
"2020-08-18",16.345,128.572,110.846,6.754,200.8,38.8442
"2020-08-19",15.53,130.697,109.943,6.602,199.7,38.0914
"2020-08-20",15.1,126.96,105.874,6.56,194.5,38.8884
"2020-08-21",15.32,126.54,105.794,6.74,192.3,38.4096
"2020-08-24",16.485,130.364,106.688,6.678,192.3,38.5261
"2020-08-25",15.39,126.255,107.422,6.46,189.6,38.9028
"2020-08-26",15.44,129.944,107.501,6.36,192,39.3229
"2020-08-27",15.44,128.286,107.343,6.346,190,39.0475
"2020-08-28",15.26,129.181,119.717,6.428,185.2,37.975
"2020-08-31",15.705,129.373,120.124,6.038,188.1,36.6856
"2020-09-01",15.18,128.811,126.963,5.794,181.1,36.4541
"2020-09-02",15.37,130.65,127.616,5.962,182.5,36.4396
"2020-09-03",15.45,125.873,121.672,5.874,183.5,36.5843
"2020-09-04",16.2,127.15,118.904,5.548,181,36.4252
"2020-09-07",21.7,129.515,122.168,5.64,179.3,36.5409
"2020-09-08",20.14,123.985,116.462,5.618,169.1,34.8457
"2020-09-09",20.2,129.898,117.197,5.804,180,35.8163
"2020-09-10",21.31,127.485,117.028,5.596,183.6,35.6571
"2020-09-11",23.15,129.001,115.233,5.7,186.7,35.8672
"2020-09-14",23.9,129.373,115.808,5.61,184,35.4325
"2020-09-15",25.4,128.857,115.648,5.526,183.7,35.208
"2020-09-16",28.32,127.819,115.162,5.4,181.1,34.5557
"2020-09-17",27.83,124.787,114.995,5.596,181.2,36.1353
"2020-09-18",28.02,126.731,111.977,5.576,182.6,34.8526
"2020-09-21",24.71,120.63,108.156,5.13,176.8,33.6864
"2020-09-22",25,119.829,111.57,5.258,177,32.8895
"2020-09-23",23.21,114.252,108.067,5.23,173.8,32.7227
"2020-09-24",23.55,110.371,104.246,5.01,173.5,31.9258
"2020-09-25",24.32,111.601,105.794,5.854,163.9,32.1869
"2020-09-28",27.31,114.814,107.094,6.486,175.3,33.6864
"2020-09-29",25.55,111.792,106.688,6.316,168.5,32.7159
"2020-09-30",25.65,111.553,106.847,6.42,166.4,33.216
"2020-10-01",25,108.856,108.395,6.988,173.1,32.4982
"2020-10-02",24.21,108.722,107.661,6.778,169.1,31.8322
"2020-10-05",26.56,111.84,111.898,6.832,172.6,33.3242
"2020-10-06",26.24,110.801,109.05,6.558,176.4,33.8964
"2020-10-07",26.31,113.441,112.384,6.46,175,33.8751
"2020-10-08",24.72,109.809,110.102,6.2,172.6,33.8022
"2020-10-09",24.48,113.394,107.501,5.95,169,33.2014
"2020-10-12",24.82,115.243,105.626,5.808,168,32.3825
"2020-10-13",24,112.498,106.281,5.616,158.5,31.8322
"2020-10-14",24.01,117.702,107.501,5.58,156.1,31.3686
"2020-10-15",21.84,117.702,101.884,5.314,151.5,29.5569
"2020-10-16",22.2,119.448,98.1339,5.352,148.4,30.4994
"2020-10-19",21.4,118.171,103.512,5.746,149.7,30.8906
"2020-10-20",20.21,121.202,105.874,5.664,153.2,30.7527
"2020-10-21",20.27,124.034,105.626,5.496,146.7,30.2817
"2020-10-22",19.51,120.153,109.624,5.458,148.5,30.3105
"2020-10-23",20.28,119.59,112.384,5.272,148.3,30.2527
"2020-10-26",18.845,118.171,110.102,5.418,151.2,29.0645
"2020-10-27",18.4,118.981,108.156,5.106,140,27.9996
"2020-10-28",16.005,116.569,98.6204,4.732,126.1,27.3404
"2020-10-29",15.56,111.411,98.5411,4.496,120,28.2463
"2020-10-30",15.19,111.697,91.7031,4.51,115.5,27.6015
"2020-11-02",17.1,113.632,93.7373,4.67,116.6,28.1883
"2020-11-03",19.145,123.795,102.53,5.082,132,30.9842
"2020-11-04",18.2,121.383,106.608,5.158,125.5,29.7091
"2020-11-05",18.33,125.072,113.941,5.244,125.1,29.5425
"2020-11-06",17.78,130.316,111.898,5.126,123.7,28.5864
"2020-11-09",19.6,129.944,114.825,5.906,153.5,32.7014
"2020-11-10",18.775,127.294,120.611,5.9,169,34.73
"2020-11-12",19.775,129.515,122.645,6.03,169.2,33.9909
"2020-11-13",19.03,128.142,115.648,6.09,160.7,33.1505
"2020-11-16",19.705,136.99,117.515,6.05,170.5,35.9327
"2020-11-17",22.56,134.807,114.825,5.99,170,36.483
"2020-11-18",21.34,133.3,114.914,6.094,166.8,37.9605
"2020-11-19",20.03,128.523,108.563,6.01,167,36.4252
"2020-11-20",20.8,134.721,110.35,6.066,162.6,36.2509
"2020-11-23",21.2,133.3,107.988,6.128,167.9,38.0625
"2020-11-24",22.77,139.917,109.695,6.078,169.6,39.1343
"2020-11-25",23.41,143.978,111.738,6.1,168.8,38.7574
"2020-11-26",24.9,147.19,110.757,6.1,166.2,39.1197
"2020-11-27",23.71,146.915,113.198,6.1,157,38.772
"2020-11-30",24.47,140.861,115.162,5.764,151.4,40.0903
"2020-12-01",23.6,148.421,112.384,5.676,154,41.2785
"2020-12-02",24.3,155.657,115.481,5.6,154.6,40.8005
"2020-12-03",25.59,157.687,117.683,5.502,156.3,40.1922
"2020-12-04",25.95,165.819,121.265,5.648,169.5,41.6553
"2020-12-07",25.53,167.516,115.887,5.766,175.6,43.177
"2020-12-08",25.55,173.952,113.941,5.91,176,43.4662
"2020-12-09",27.2,174.896,112.959,6.404,188.6,44.6978
"2020-12-10",27,179.005,109.943,6.662,183.5,44.9011
"2020-12-11",27.8,169.557,112.225,6.618,179.3,44.8721
"2020-12-14",26.1,167.288,110.757,6.662,176.8,44.0896
"2020-12-15",27.1,174.896,110.757,6.486,176.7,43.3939
"2020-12-16",27.21,174.706,117.197,6.622,182,43.5103
"2020-12-17",25.93,176.64,113.198,6.442,177.6,42.3799
"2020-12-18",25.96,175.744,111.252,6.304,179.7,42.3655
"2020-12-21",25.17,172.055,109.457,5.99,172,39.7287
"2020-12-22",25.17,171.207,110.677,6.126,171.9,40.7572
"2020-12-23",25.8,175.135,113.606,6.2,177.9,41.5974
"2020-12-28",25.96,177.775,115.648,6.386,186.6,43.177
"2020-12-29",26.09,176.316,117.603,6.428,188.9,42.8869
"2020-12-30",25.95,173.008,115.648,6.5,179.2,41.8152
"2021-01-04",27.07,184.115,117.435,6.798,186.6,42.7278
"2021-01-05",26.02,186.193,120.937,6.666,186,43.177
"2021-01-07",26.88,204.106,122.981,6.97,199,45.5671
"2021-01-08",26.7,200.99,131.119,7.1,212,46.3496
"2021-01-11",26.08,194.279,134.782,7.062,218.6,45.9438
"2021-01-12",26.13,194.745,133.154,7.1,209.8,45.8281
"2021-01-13",25.8,192.008,131.854,6.95,203.2,44.4375
"2021-01-14",26.79,193.8,136.339,6.934,211.4,44.8721
"2021-01-15",28.3,187.233,133.561,6.91,204.6,43.5103
"2021-01-18",33.63,189.168,138.285,7.442,210.4,44.6978
"2021-01-19",33.1,184.916,140.16,7.254,211.6,43.945
"2021-01-20",35,187.328,140.407,7.176,210.2,43.8141
"2021-01-21",31.32,182.132,134.94,6.94,208.4,43.5537
"2021-01-22",32.05,177.594,136.657,7.008,207.8,43.2347
"2021-01-25",31.59,179.577,138.443,7.05,201,41.9453
"2021-01-26",33.26,181.845,136.817,6.97,203.8,42.4523
"2021-01-27",31.13,165.486,135.844,6.66,191.7,41.4384
"2021-01-28",32.4,175.135,135.436,6.668,193.8,42.0177
"2021-01-29",31.81,178.109,136.25,6.544,195.6,40.5835
"2021-02-01",34.9,184.534,137.064,6.79,195.6,41.4239
"2021-02-02",34.8,173.008,138.611,6.78,198.8,42.7712
"2021-02-03",33.81,172.293,137.391,6.672,198.2,42.6844
"2021-02-04",33.43,171.254,137.63,6.634,195,42.3655
"2021-02-05",35.05,179.624,142.522,6.838,194.9,42.5535
"2021-02-08",39.59,182.742,139.842,6.888,195.4,43.4373
"2021-02-09",39.41,182.171,136.002,6.75,193.1,43.7707
"2021-02-10",40.18,181.226,139.426,6.742,188,43.0604
"2021-02-11",39.7,183.685,143.821,6.938,189.6,43.0604
"2021-02-12",38.43,179.1,145.201,6.79,186,43.2926
"2021-02-15",41,184.354,142.522,6.788,199.7,43.7417
"2021-02-16",39.3,184.21,152.376,6.66,223.2,44.6255
"2021-02-17",40.16,182.742,151.323,6.83,225.2,44.2921
"2021-02-18",39.71,185.297,149.041,6.734,223,42.7568
"2021-02-19",39.85,196.166,146.918,6.63,220,43.9595
"2021-02-22",38.6,198.816,148.705,6.502,218.4,43.1191
"2021-02-23",36.96,190.588,142.848,6.364,216.6,43.2637
"2021-02-24",36.97,192.295,144.884,6.504,223.6,43.4373
"2021-02-25",35.46,189.073,148.138,6.456,224.8,43.4083
"2021-02-26",35.28,179.005,147.166,6.646,221.6,42.6257
"2021-03-01",34.5,184.354,149.448,6.82,234.4,43.7561
"2021-03-02",35,183.639,146.838,6.796,236,44.1186
"2021-03-03",35.17,181.084,148.297,6.582,237.2,43.6116
"2021-03-04",35.64,175.934,149.854,6.784,238.2,44.5387
"2021-03-05",34.3,175.086,145.785,6.614,238,46.1905
"2021-03-08",33.96,177.594,149.766,6.742,239.4,48.2913
"2021-03-09",34.63,178.681,152.208,6.914,243,48.5814
"2021-03-10",33.7,179.529,157.586,6.896,238.2,50.3055
"2021-03-11",34.2,181.084,157.178,6.77,230.6,49.6097
"2021-03-12",34,179.433,158.807,6.746,235,50.0733
"2021-03-15",32.91,177.164,157.992,6.75,235,49.523
"2021-03-16",31.13,175.411,157.178,6.586,225.8,48.1467
"2021-03-17",32.35,174.562,152.376,6.322,227.8,47.3353
"2021-03-18",31.84,179.387,153.428,6.42,224.8,47.1899
"2021-03-19",30.16,174.19,154.738,6.3,226.4,46.1326
"2021-03-22",33,171.11,155.144,6.54,221,46.4219
"2021-03-23",30.81,167.383,155.056,6.574,231,45.669
"2021-03-24",28.3,165.162,147.006,6.31,220,45.5091
"2021-03-25",28.41,157.591,148.465,6.53,214.4,44.8432
"2021-03-26",30.3,167.145,145.449,6.7,212,45.669
"2021-03-29",30.08,171.11,149.289,6.904,218.2,46.4371
"2021-03-30",29.26,171.11,151.482,6.852,222.2,46.7842
"2021-03-31",29.58,179.815,149.199,6.798,214.4,45.9728
"2021-04-01",31.06,179.997,152.296,6.846,212,46.5093
"2021-04-06",33.99,189.025,150.827,7.29,218.4,47.9579
"2021-04-07",32.96,187.184,152.296,7.376,217.6,48.1025
"2021-04-08",31.88,188.32,155.303,7.248,218.2,46.7986
"2021-04-09",32.6,181.655,155.144,7.334,216,46.8131
"2021-04-12",31.95,176.126,152.783,8.33,211.4,46.944
"2021-04-13",31.58,176.316,153.357,8.246,209,46.0458
"2021-04-14",32.2,185.058,148.546,8.43,210,47.5233
"2021-04-15",32.62,190.207,150.509,8.442,207,48.8129
"2021-04-16",32.5,188.605,149.041,8.5,208.2,48.6537
"2021-04-19",33.03,187.842,151.968,8.662,211.6,48.0013
"2021-04-20",32,186.193,145.785,8.4,211,47.9579
"2021-04-21",30.9,186.05,143.009,8.36,205.2,48.1178
"2021-04-22",31.07,186.803,144.228,8.55,208.8,48.4939
"2021-04-23",30.36,189.93,144.149,8.542,212,48.1757
"2021-04-26",30.85,193.42,146.6,8.57,219.2,48.3637
"2021-04-27",30.29,194.84,153.517,8.73,214.4,48.4793
"2021-04-28",31.06,193.8,146.104,9.53,220,48.6537
"2021-04-29",31.1,189.168,150.103,10.12,232,48.8996
"2021-04-30",30.3,183.972,148.226,10.1,235,48.3347
"2021-05-04",29,186.803,149.448,10.22,233.6,48.6248
"2021-05-05",29.46,197.957,151.482,10.135,241,50.0299
"2021-05-06",30.87,199.95,154.738,10.1,246,49.9142
"2021-05-07",32.22,208.169,155.551,9.96,253,50.7256
"2021-05-10",30.54,206.567,156.205,9.62,266.8,52.0006
"2021-05-11",31.33,209.217,151.323,9.728,269.6,52.3043
"2021-05-12",30.96,209.122,157.992,9.63,287,53.0291
"2021-05-13",30.95,211.571,150.421,9.644,273,53.609
"2021-05-14",30.9,200.418,149.448,9.61,276,55.391
"2021-05-17",31.45,202.41,156.276,9.708,277,55.391
"2021-05-18",31.89,202.315,154.171,9.83,283.8,55.6369
"2021-05-19",32,190.97,152.376,9.86,283.8,54.4783
"2021-05-20",31.29,188.605,154.738,9.8,298,55.7099
"2021-05-21",31.94,187.184,161.248,9.15,306.6,55.0575
"2021-05-24",34.5,188.701,182.425,9.368,294,54.8407
"2021-05-25",33.86,185.154,197.091,9.688,283.6,55.1154
"2021-05-26",35.09,187.937,197.091,10.24,292,55.6079
"2021-05-27",36.3,189.073,201.646,10.025,297.8,56.7094
"2021-05-28",36.31,191.818,210.112,10.165,300,57.912
"2021-05-31",36.49,190.97,210.112,9.986,302.4,59.2594
"2021-06-01",34.8,197.395,213.376,9.936,307,59.1725
"2021-06-02",34.85,198.053,226.891,10.24,300,58.8103
"2021-06-04",35.6,193.143,226.078,10.675,301.6,59.0713
"2021-06-07",37.29,190.398,217.444,10.75,303.2,59.0713
"2021-06-08",36.3,189.168,216.471,10.69,294.4,58.68
"2021-06-09",35,184.677,217.444,10.235,300,58.1578
"2021-06-10",34.81,186.623,225.592,10.395,296.6,59.9695
"2021-06-11",35.52,187.042,220.382,10.15,294,58.9258
"2021-06-14",35.3,186.755,219.567,10.245,308,60.201
"2021-06-15",35.52,175.888,221.027,9.986,296.6,59.6795
"2021-06-16",34.9,175.372,224.291,9.96,301.6,58.6069
"2021-06-17",33.57,169.176,223.308,10.255,299,58.9692
"2021-06-18",32.78,170.605,222.822,10.255,310,56.8829
"2021-06-21",33.27,174.847,221.841,10.065,315,57.2885
"2021-06-22",33.49,176.326,225.75,10.36,327,57.5787
"2021-06-23",34.88,180.664,230.5,10.375,337,57.7376
"2021-06-24",35.39,181.092,220.496,10.155,346.4,57.8397
"2021-06-25",35.39,180.855,223.716,10.09,346.6,57.5064
"2021-06-28",35.01,179.138,222.699,9.952,344.6,57.2307
"2021-06-29",35.16,176.994,216.259,9.632,339.2,55.7823
"2021-06-30",35.22,178.9,213.031,9.41,325,55.6224
"2021-07-01",35.54,184.381,214.225,9.3,327.8,56.3759
"2021-07-02",35.4,182.237,225.582,9.14,325,56.0859
"2021-07-05",36.69,182.523,226.432,9.094,327.2,56.3614
"2021-07-06",36.86,177.804,234.915,8.912,317.8,54.8254
"2021-07-07",36.59,182.762,229.829,8.988,320,54.3329
"2021-07-08",35.7,176.182,231.182,9.046,312.4,53.1447
"2021-07-09",36.5,179.043,246.617,9.04,322.4,54.0003
"2021-07-12",35.39,176.85,254.083,8.94,304,54.6953
"2021-07-13",34.72,178.662,256.118,8.95,304.6,53.9127
"2021-07-14",35.21,178.518,256.79,8.85,308,54.5362
"2021-07-15",34.98,180.711,259.001,8.856,304.6,53.6669
"2021-07-16",34.27,178.09,259.505,8.844,300.6,53.6958
"2021-07-19",32.5,173.037,256.967,8.4,287.4,51.9283
"2021-07-20",33.2,172.703,262.053,8.384,297.2,52.5221
"2021-07-21",33.17,176.135,256.454,8.58,314.2,53.6181
"2021-07-22",32.99,177.04,256.79,8.6,305.8,52.3089
"2021-07-23",33.79,181.331,257.639,9.084,308,52.8264
"2021-07-26",33.32,184.858,255.268,8.652,306.2,53.5421
"2021-07-27",32.8,185.621,251.872,8.508,307.8,52.8569
"2021-07-28",33.51,183.667,266.291,8.662,316.8,54.4555
"2021-07-29",35.17,191.15,262.903,8.978,318.6,55.2167
"2021-07-30",34.8,185.526,256.967,8.68,320.8,55.5212
"2021-08-02",34.35,186.86,262.053,8.8,325.4,54.9883
"2021-08-03",33.62,187.147,261.035,8.806,306,56.0844
"2021-08-04",33.45,189.006,254.083,8.856,317.2,56.2672
"2021-08-05",34.6,185.669,256.454,9.128,320.8,56.8608
"2021-08-06",34.11,185.431,254.419,9.11,320.2,56.328
"2021-08-09",34.05,179.71,249.669,9.02,320,55.506
"2021-08-10",34.36,183.476,259.842,8.98,314.4,56.2824
"2021-08-11",35.2,183.094,254.419,8.92,322.2,56.7085
"2021-08-12",37.48,182.952,250.687,9.13,322,57.5306
"2021-08-13",36.5,182.952,253.57,8.95,326.4,57.0891
"2021-08-16",37.27,178.852,252.217,8.95,331.4,56.3127
"2021-08-17",36.12,177.374,246.786,8.9,329,56.4802
"2021-08-18",35.35,169.7,249.333,9.04,329.4,55.856
"2021-08-19",34.1,164.694,243.052,8.864,325,53.8465
"2021-08-20",34.21,164.266,244.239,9.25,329.8,54.3641
"2021-08-23",35.95,168.889,243.397,9.78,336,55.1862
"2021-08-24",35.45,172.178,243.397,9.74,334.8,56.6019
"2021-08-25",35.64,171.701,244.239,9.662,348.8,56.5106
"2021-08-26",35.83,168.842,243.397,9.598,355.8,55.3384
"2021-08-27",36.6,172.559,245.769,9.616,358.8,55.993
"2021-08-30",39.24,172.274,246.786,9.876,358.4,56.2976
"2021-08-31",40.34,169.986,268.838,10.09,371,56.5564
"2021-09-01",41.8,166.22,267.14,10,377,56.0539
"2021-09-02",44.84,166.792,257.984,9.742,381.2,55.9474
"2021-09-03",45.6,168.555,260.018,9.634,384.8,56.6019
"2021-09-06",48.87,172.369,270.023,9.78,383,56.7085
"2021-09-07",48.8,168.46,267.989,9.776,385,57.2109
"2021-09-08",49.4,165.171,258.824,9.7,377.6,57.2262
"2021-09-09",51.98,167.745,277.658,9.85,381.8,56.7846
"2021-09-10",51.92,171.988,281.044,9.766,379.2,56.739
"2021-09-13",54.22,169.938,275.958,10.11,384,58.5963
"2021-09-14",53.78,166.315,284.945,10.2,396,61.2757
"2021-09-15",56.2,168.555,286.644,10.01,392.8,60.3623
"2021-09-16",52.86,162.979,287.157,9.946,396.2,58.6877
"2021-09-17",54.4,159.833,286.644,9.756,397.2,57.9113
"2021-09-20",49.75,151.586,276.808,9.312,374,56.4954
"2021-09-21",48.74,148.488,280.54,9.146,381,57.1349
"2021-09-22",53.4,155.591,290.881,9.364,391.2,58.9922
"2021-09-23",51.8,155.066,288.343,9.132,398.4,58.1853
"2021-09-24",51.74,152.969,291.899,8.96,400,60.0579
"2021-09-27",52.16,151.061,284.097,8.866,410,60.7581
"2021-09-28",51.6,147.868,275.622,8.834,393,60.5601
"2021-09-29",51.84,147.057,272.571,8.782,409.6,60.8951
"2021-09-30",55.74,150.299,275.455,8.93,411,62.4327
"2021-10-01",55.4,148.821,281.557,9.024,420.2,61.8999
"2021-10-04",56,150.299,282.407,9.374,423,62.3566
"2021-10-05",57.6,149.584,292.58,9.348,424,62.3871
"2021-10-06",57.68,143.149,294.278,9.34,464,62.0825
"2021-10-07",56.2,148.25,284.274,9.366,466,61.4432
"2021-10-08",55,146.58,278.161,9.8,466.2,64.1074
"2021-10-11",58.24,157.115,279.86,9.95,466,66.5583
"2021-10-12",60.6,155.398,276.639,10.01,490.8,67.0151
"2021-10-13",59.88,154.971,282.407,9.99,484,66.2235
"2021-10-14",54.86,159.594,279.01,10.05,498,67.9741
"2021-10-15",56.26,160.357,279.01,10.4,511,68.9637
"2021-10-18",61.1,161.787,276.295,10.48,520.5,68.0808
"2021-10-19",55.36,160.166,279.178,10.07,521,67.3956
"2021-10-20",54.92,162.502,283.425,10.265,522,68.5375
"2021-10-21",51.6,152.634,282.575,10.045,528,66.6802
"2021-10-22",52,154.589,284.442,9.97,519.5,65.7971
"2021-10-25",54.14,153.016,287.494,9.85,530,68.1568
"2021-10-26",52.8,151.633,289.864,9.85,537,68.1263
"2021-10-27",51.26,147.868,276.295,9.894,553,67.8219
"2021-10-28",50.72,147.391,289.192,9.988,552.5,66.5736
"2021-10-29",51.8,146.247,282.063,9.808,564.5,65.5079
"2021-11-02",47.5,142.434,289.864,9.918,556,66.6345
"2021-11-03",48.7,145.246,295.464,9.85,526.5,66.2235
"2021-11-04",49.49,144.912,329.05,10.32,570,67.7458
"2021-11-05",49.34,143.005,329.387,10.22,569.5,67.3347
"2021-11-08",52,147.105,319.886,10.1,575,66.7562
"2021-11-09",49.28,145.007,318.02,10.205,555.5,67.0151
"2021-11-10",45.26,144.484,312.933,9.802,553,66.8781
"2021-11-12",46.59,151.537,309.033,9.61,562,65.2948
"2021-11-15",42.73,145.627,300.214,9.394,573,63.057
"2021-11-16",43.27,144.96,302.761,9.382,569.5,63.5289
"2021-11-17",42.6,143.483,290.041,9.42,555,61.6563
"2021-11-18",40.51,134.854,283.593,9.4,499.4,59.8294
"2021-11-19",41,136.188,279.01,9.3,516.5,58.779
"2021-11-22",42.18,139.288,279.86,8.952,530,60.2709
"2021-11-23",41.3,138.096,279.86,9.014,508.5,60.3623
"2021-11-24",41.19,136.618,274.092,9,513.5,60.8951
"2021-11-25",42.8,136.047,274.773,8.4,510,59.8446
"2021-11-26",38.02,126.893,283.593,7.99,493.6,56.0539
"2021-11-29",39.49,128.276,291.73,8.066,494.8,54.5163
"2021-11-30",41.13,135.664,285.795,8.324,496.6,54.2727
"2021-12-01",42.18,138.716,303.266,8.69,464,56.937
"2021-12-02",41.42,138.525,308.528,8.476,488,56.0234
"2021-12-03",40.9,132.709,301.231,8.14,479.6,56.1453
"2021-12-06",40.5,132.995,288.343,8.3,487,55.993
"2021-12-07",42.2,140.289,308.696,8.25,475,58.1395
"2021-12-08",42.33,138.62,304.451,8.146,471,57.0891
"2021-12-09",40.68,134.95,298.684,7.832,449,56.1149
"2021-12-10",40.13,135.617,301.063,8.1,450,55.9474
"2021-12-13",38.41,137.715,301.063,7.848,444,56.465
"2021-12-14",39.76,137.571,301.063,7.84,423.2,57.0131
"2021-12-15",36.22,129.849,302.248,7.502,411.2,54.6991
"2021-12-16",38.9,136.475,301.231,7.74,418,56.9065
"2021-12-17",36.72,135.569,291.73,7.696,399.2,55.4907
"2021-12-20",35.05,129.468,288.343,7.974,403,54.0292
"2021-12-21",35.93,130.802,292.58,7.788,401.2,54.5011
"2021-12-22",34.75,132.471,290.041,7.64,394.2,55.2014
"2021-12-23",34.57,133.042,296.826,7.934,405.2,55.5668
"2021-12-27",33.04,131.517,288.343,7.72,411.2,54.5011
"2021-12-28",33.99,133.185,275.622,7.91,413.4,55.3536
"2021-12-29",35.5,135.093,269.687,8.09,418.6,56.2824
"2021-12-30",34.87,132.9,277.312,8.062,433.2,56.5869
"2022-01-03",35.4,133.472,272.571,8.174,455,57.2109
"2022-01-04",35.46,136.475,284.274,8.176,449,58.1244
"2022-01-05",36.54,139.193,286.476,8.118,444,60.1492
"2022-01-07",38.34,134.95,277.993,8.098,484,60.7886
"2022-01-10",38.31,132.327,273.925,7.952,485.4,59.2357
"2022-01-11",39.6,136.427,281.557,8.05,497,60.2405
"2022-01-12",40.75,148.058,288.343,8.372,499.8,62.5698
"2022-01-13",40.4,145.342,288.343,8.34,498.4,61.9912
"2022-01-14",40.01,144.006,290.041,8.398,477.4,62.5393
"2022-01-17",41.53,146.39,290.545,8.262,477.2,62.0825
"2022-01-18",40.2,141.337,290.041,8.132,456.2,60.8951
"2022-01-19",40.96,143.054,297.667,7.72,463,61.5498
"2022-01-20",40.3,144.006,297.498,8.04,454.4,61.4736
"2022-01-21",38.65,137.715,290.881,7.974,446,59.2052
