"","jsw","kgh","kru","pge","mbk","pkn"
"2022-01-24",34.4,128.753,279.86,7.602,425.2,55.4146
"2022-01-25",35.45,131.851,278.338,7.724,439,56.6629
"2022-01-26",37.8,136.047,279.355,7.716,459.4,56.6782
"2022-01-27",39.83,139.908,278.161,7.69,458,56.1758
"2022-01-28",40.3,135.569,274.773,7.638,456,54.6382
"2022-01-31",39.55,133.042,277.993,7.65,465.2,54.0444
"2022-02-01",42.04,136.093,272.058,7.56,489.8,54.5924
"2022-02-02",46.96,138.238,278.338,7.48,487,54.2727
"2022-02-03",44.85,137.571,269.006,7.93,494.8,54.1662
"2022-02-04",44.95,133.376,259.842,7.524,482,52.4612
"2022-02-07",45.53,132.995,266.291,7.764,482,52.1415
"2022-02-08",45.98,136.427,267.14,7.832,495,54.5011
"2022-02-09",48.8,138.858,256.118,8.1,484,55.7647
"2022-02-10",48.8,145.293,257.639,8,479.6,54.2119
"2022-02-11",48.31,145.962,264.592,8,475.4,54.5163
"2022-02-14",45.47,143.673,248.139,7.774,459.6,53.7246
"2022-02-15",48,146.819,259.505,7.94,485.6,55.7799
"2022-02-16",47.01,147.105,259.505,7.948,484,56.1149
"2022-02-17",44.55,144.435,261.204,7.586,470,54.6382
"2022-02-18",44.52,145.913,246.617,7.552,453.4,54.014
"2022-02-21",41.85,145.342,245.601,7.2,426.2,51.8523
"2022-02-22",45.18,150.203,232.367,7.486,432.2,53.0548
"2022-02-23",44.09,143.959,237.453,7.214,403.8,51.9131
"2022-02-24",38.07,135.759,220.496,6.572,345,47.9245
"2022-02-25",41.8,148.44,231.182,7.084,389.2,53.1767
"2022-02-28",49.22,157.783,222.027,8.158,413,54.0901
"2022-03-01",54,158.403,224.733,8.256,398.6,55.582
"2022-03-02",70.9,168.27,217.949,9.55,366,58.9617
"2022-03-03",67.7,168.032,219.815,9.5,363.8,60.2101
"2022-03-04",71.6,169.89,215.914,9.128,336,56.6477
"2022-03-07",71.4,167.84,203.539,9.628,336,59.1445
"2022-03-08",70.22,165.123,206.758,9.148,326.4,58.9008
"2022-03-09",64,162.216,228.635,9.17,354.6,56.3585
"2022-03-10",68.38,169.7,222.53,9.362,339.6,56.8303
"2022-03-11",70.5,166.267,220.496,9.796,338.4,59.0682
"2022-03-14",67.06,159.737,223.38,9.34,326,56.1758
"2022-03-15",67.28,156.543,218.294,9.402,325,57.0891
"2022-03-16",64.02,163.074,244.919,9.418,365.2,56.6933
"2022-03-17",72.28,168.222,250.519,9.88,371.8,58.3374
"2022-03-18",69.8,163.169,252.04,9.756,343,56.9217
"2022-03-21",71.4,166.744,257.808,9.73,335.8,59.3728
"2022-03-22",74.5,171.082,257.808,9.7,336.6,59.4032
"2022-03-23",75.98,170.081,256.967,9.8,339.8,60.1035
"2022-03-24",76.84,173.704,267.14,9.862,338.6,59.5554
"2022-03-25",75.24,169.08,266.459,9.428,329.8,59.114
"2022-03-28",78.58,173.418,263.238,9.3,330,58.8856
"2022-03-29",75.04,168.747,266.123,9.11,353,57.4697
"2022-03-30",79,169.033,261.204,9.34,363,57.561
"2022-03-31",77.8,164.837,264.592,9.12,353.2,57.8656
"2022-04-01",77,167.65,259.505,9.27,368.2,58.2158
"2022-04-04",71.9,166.315,257.639,8.9,374,60.1339
"2022-04-05",72.5,165.218,254.419,9.036,365.2,58.0787
"2022-04-06",67.96,162.502,249.837,9.198,358,58.6116
"2022-04-07",66.8,157.306,244.919,8.562,366.6,56.4802
"2022-04-08",68.98,159.213,251.704,8.866,351.2,57.8503
"2022-04-11",71.04,162.073,248.316,9.404,357,59.9056
"2022-04-12",70.78,160.881,249.837,9.432,345.4,61.1843
"2022-04-13",70.92,163.026,242.549,9.366,344.2,62.113
"2022-04-14",74.5,162.931,246.786,9.32,345.2,61.7172
"2022-04-19",71.22,164.791,267.14,9.25,337.4,61.3365
"2022-04-20",68.9,160.261,262.363,9.268,332.6,60.4688
"2022-04-21",69.02,154.16,254.933,8.994,336.6,59.662
"2022-04-22",64.34,143.72,247.678,9.1,340,57.9265
"2022-04-25",63.86,134.044,243.256,9.602,319,55.506
"2022-04-26",65.22,132.137,240.249,9.392,319.4,56.3432
"2022-04-27",66.72,136.808,229.987,9.494,296,57.1044
"2022-04-28",69.9,136.188,236.18,9.9,295.6,57.8503
"2022-04-29",67.62,138.191,225.565,9.882,299.2,57.3328
"2022-05-02",66.54,133.424,214.95,9.4,296.6,55.1557
"2022-05-04",69.6,132.566,219.196,9.658,285.4,56.328
"2022-05-05",63.44,127.18,215.835,9.318,277.6,55.1862
"2022-05-06",66.42,121.983,214.065,9.276,271.2,57.0131
"2022-05-09",65.04,114.547,211.058,9.29,260.4,57.4088
"2022-05-10",62.86,111.544,205.396,9.17,254.8,56.328
"2022-05-11",64.54,115.263,204.512,8.822,263,54.9426
"2022-05-12",63.04,110.21,200.974,8.71,259.8,53.2832
"2022-05-13",68,113.641,215.481,9.482,273,55.9474
"2022-05-16",66.64,118.694,209.112,9.642,263.6,56.2062
"2022-05-17",67.32,123.366,221.142,9.354,274.4,55.445
"2022-05-18",68,124.605,216.366,9.85,270,55.6125
"2022-05-19",69.46,127.131,213.358,9.532,264.8,54.3489
"2022-05-20",66.6,127.323,208.227,9.672,261.4,53.3289
"2022-05-23",70,129.373,225.034,10.375,276,55.2927
"2022-05-24",71.5,128.848,226.273,10.26,263.4,54.5924
"2022-05-25",69.56,130.612,234.764,9.836,267.2,54.3032
"2022-05-26",67.9,135.045,235.118,10.27,272.2,54.5011
"2022-05-27",68.5,138,234.942,10,271,53.5877
"2022-05-30",67.5,139.717,241.487,10.37,286.2,55.4907
"2022-05-31",66.4,138.763,242.018,10.105,278.4,56.2519
"2022-06-01",64.7,135.14,233.349,10.165,278.4,54.9426
"2022-06-02",67.34,140.049,233.349,10.06,278.2,54.6838
"2022-06-03",65.8,138.763,230.165,10.57,276.4,55.5668
"2022-06-06",67.7,140.717,236.888,10.5,279.8,55.9474
"2022-06-07",70.2,142.719,234.587,10.32,270.2,56.3585
"2022-06-08",69.98,139.859,229.28,10.16,259,55.8256
"2022-06-09",70.4,139.812,223.088,10.265,256.2,55.7342
"2022-06-10",68.4,133.567,216.719,10.27,250.2,53.8618
"2022-06-13",64.26,130.421,211.412,10.21,234,53.6486
"2022-06-14",67.36,131.136,210.35,10.35,233.4,53.9074
"2022-06-15",68.2,132.995,204.866,10.55,240,53.8465
"2022-06-17",65.98,124.701,202.39,10.87,238.6,51.4563
"2022-06-20",63.02,118.551,208.758,10.825,248,50.7256
"2022-06-21",66.2,123.461,212.296,11.02,247.2,52.8417
"2022-06-22",64.8,114.5,210.528,10.73,245.2,50.3451
"2022-06-23",60.88,108.971,206.104,10.715,241.2,49.0967
"2022-06-24",60.48,111.83,216.719,10.93,239.4,49.2489
"2022-06-27",63.8,117.217,219.727,11.025,239.4,51.3346
"2022-06-28",64.36,119.885,215.835,10.81,239.8,52.3393
"2022-06-29",65.32,118.694,217.25,10.755,235.2,52.7504
"2022-06-30",64.32,113.355,211.766,10.655,224.6,52.1566
"2022-07-01",57.92,108.875,211.589,10.88,233.8,51.776
"2022-07-04",58.9,111.306,212.296,10.535,225.2,54.2271
"2022-07-05",50.98,98.1971,214.065,10.5,215,52.9787
"2022-07-06",48,98.9336,211.942,9.878,219.2,51.563
"2022-07-07",52,109.784,225.21,10.305,231,53.6638
"2022-07-08",52.16,109.637,229.28,10.345,235.4,55.8407
"2022-07-11",51.04,104.825,228.926,9.792,228,53.7399
"2022-07-12",52.36,101.88,217.603,9.956,217,52.9178
"2022-07-13",49.58,99.9158,208.935,9.838,208,53.7551
"2022-07-14",49.86,96.3313,207.519,10.05,192,51.1671
"2022-07-15",50,96.0368,212.296,9.942,193.8,52.2937
"2022-07-18",52.5,101.29,219.372,10.255,200.2,55.3841
"2022-07-19",51.98,102.616,222.38,10.535,207,55.4146
"2022-07-20",52,105.66,226.449,10.52,209,56.4041
"2022-07-21",50.22,102.911,225.565,10.355,214,55.9017
"2022-07-22",50.2,105.562,236.18,10.54,211.2,57.6981
"2022-07-25",49.87,101.143,235.472,10.33,212.8,58.1853
"2022-07-26",48.1,102.224,230.342,10.545,204.2,59.35
"2022-07-27",47.96,99.7188,225.565,10.47,205.8,59.2223
"2022-07-28",48.08,107.084,228.041,10.16,210.4,59.8127
"2022-07-29",50.42,113.368,234.587,10.34,220.8,60.2435
"2022-08-01",51.1,113.368,227.864,10.2,222.8,60.7061
"2022-08-02",49,108.164,222.912,9.898,220.2,60.7061
"2022-08-03",48.64,107.772,228.572,9.926,216.2,59.3978
"2022-08-04",46.76,107.526,228.572,9.512,216,57.7545
"2022-08-05",47.76,107.035,233.349,9.548,217.8,55.9676
"2022-08-08",49.38,112.927,235.295,9.8,234.8,56.7654
"2022-08-09",48.2,111.405,228.926,9.734,232.8,56.1591
"2022-08-10",48.7,111.306,229.81,9.574,235.2,56.7016
"2022-08-11",48.72,113.811,246.441,9.63,244.6,57.6109
"2022-08-12",50.38,111.503,248.741,9.73,251.2,57.6747
"2022-08-16",50.54,110.766,259.178,9.626,258.2,55.6007
"2022-08-17",48.9,106.789,251.04,9.582,246,53.8457
"2022-08-18",55,104.286,255.286,9.448,253.6,54.452
"2022-08-19",52.74,99.8663,249.448,8.964,243.8,54.4839
"2022-08-22",53.5,100.161,245.91,8.694,234,52.011
"2022-08-23",55.9,102.322,248.917,8.684,233,55.0423
"2022-08-24",53.1,98.9827,249.448,8.274,228,52.6491
"2022-08-25",52.86,100.161,257.764,8.172,232,51.7078
"2022-08-26",51.64,101.094,260.062,7.648,227,49.8572
"2022-08-29",53.3,94.5049,256.348,7.484,217.4,51.1495
"2022-08-30",49.52,92.0696,260.947,7.2,213.2,48.7722
"2022-08-31",47.56,86.9044,267.493,7.172,217,48.6446
"2022-09-01",44.28,82.7016,254.756,7.044,206,45.6293
"2022-09-02",43.11,86.0403,249.979,7.212,215.6,47.5118
"2022-09-05",42.48,87.0616,254.933,7.068,217,47.5597
"2022-09-06",39.32,84.4495,244.672,6.718,215,45.406
"2022-09-07",38.39,82.9765,245.025,7.224,212,46.3312
"2022-09-08",38.02,84.2531,238.834,7.186,227.8,44.2093
"2022-09-09",39.74,91.2644,239.895,7.628,245.8,45.7249
"2022-09-12",38.7,93.9157,237.595,7.23,256,46.5706
"2022-09-13",37.4,90.4002,229.987,6.932,254.2,45.0071
"2022-09-14",38.21,87.9846,225.565,6.906,263.4,45.5176
"2022-09-15",37.7,89.3986,223.264,6.818,259.2,45.3261
"2022-09-16",36.63,87.3169,216.719,6.66,251.6,45.1347
"2022-09-19",38,88.181,214.773,7.05,249,46.1876
"2022-09-20",37.29,85.2744,210.528,6.884,248.6,44.8634
"2022-09-21",37.75,88.4756,212.65,6.928,244.2,46.2674
"2022-09-22",38.72,88.8487,219.727,7.04,244,46.5865
"2022-09-23",37.6,83.4675,211.589,6.9,228.4,43.9222
"2022-09-26",33.94,82.898,211.058,6.434,223.8,41.2259
"2022-09-27",33.54,83.6246,207.166,6.52,224.8,42.7256
"2022-09-28",33.82,82.7016,203.805,6.5,215,43.3956
"2022-09-29",33,82.839,201.504,6.2,203.2,42.5979
"2022-09-30",33.34,86.0796,208.758,6.276,200.4,42.7096
"2022-10-03",35.14,91.2448,212.119,6.382,195.4,42.1832
"2022-10-04",36.6,95.2512,215.127,6.492,210.2,44.5443
"2022-10-05",36.06,91.8732,212.65,6.362,203.6,43.5233
"2022-10-06",35.7,90.5377,218.312,6.3,200,43.97
"2022-10-07",36.3,89.3594,216.719,6.126,195.8,42.7893
"2022-10-10",33.89,88.2596,214.596,5.82,185.1,42.7575
"2022-10-11",34.56,87.474,221.142,5.748,183.9,41.88
"2022-10-12",35.62,85.9618,222.912,5.662,183.2,41.9757
"2022-10-13",36.4,86.3349,226.449,5.422,180.6,42.2789
"2022-10-14",37.18,86.9438,229.81,5.334,188.3,42.5182
"2022-10-17",37.75,88.9666,229.28,5.588,186.2,43.1883
"2022-10-18",36.25,88.5934,232.288,5.226,202.6,41.2259
"2022-10-19",36.36,86.9438,222.027,4.954,204,40.2048
"2022-10-20",37.29,90.4199,242.902,4.877,218.6,40.6835
"2022-10-21",36.12,88.2203,235.472,4.739,229.6,40.0931
"2022-10-24",37.3,88.3774,240.603,4.739,234.2,40.1091
"2022-10-25",37.71,89.2415,237.949,5.05,239,40.8909
"2022-10-26",40.49,93.6604,240.071,5.2,246,42.5022
"2022-10-27",40.41,94.603,237.949,5.172,255.6,44.337
"2022-10-28",41.22,93.0123,242.549,5.33,255,44.3051
"2022-10-31",41.54,93.9354,246.263,5.45,267.6,43.8104
"2022-11-02",43,96.9598,242.371,5.838,269.8,46.2993
"2022-11-03",45.35,95.8404,232.996,5.796,260.8,47.8309
"2022-11-04",47.58,107.035,221.142,6.186,265.8,50.256
"2022-11-07",45.7,107.772,235.826,5.764,275.8,48.2617
"2022-11-08",47.9,111.847,240.249,5.89,288.6,49.4903
"2022-11-09",48.38,112.534,247.678,6.01,312.2,48.6606
"2022-11-10",47.2,116.756,245.732,6.248,320,49.937
"2022-11-14",46.87,124.907,251.04,6.272,339.8,50.607
"2022-11-15",47.21,122.501,253.517,6.314,335.2,51.7717
"2022-11-16",46.56,120.389,256.17,6.326,331.4,51.1335
"2022-11-17",45.86,113.025,248.917,6.602,327.6,51.1335
"2022-11-18",46.37,111.896,250.863,6.558,320.2,50.0646
"2022-11-21",45,107.722,245.202,6.72,313.8,49.0595
"2022-11-22",46.4,112.288,249.272,6.824,312.4,51.1654
"2022-11-23",46.54,113.32,249.272,6.606,314.8,50.7346
"2022-11-24",47.45,114.891,252.103,6.486,320.2,51.0856
"2022-11-25",47.34,113.516,258.471,6.528,322.6,51.2611
"2022-11-28",49.47,110.373,260.594,6.446,314,49.937
"2022-11-29",57.4,113.32,259.178,6.38,316,51.6919
"2022-11-30",60.06,113.713,263.778,6.47,315.2,52.0907
"2022-12-01",58.02,117.788,261.125,6.76,319,54.4361
"2022-12-02",57.44,116.069,263.601,6.59,312,51.4525
"2022-12-05",57.5,119.064,259.532,6.752,308.6,52.5056
"2022-12-06",56.3,118.229,254.049,6.788,296.4,51.2292
"2022-12-07",56.36,117.984,251.04,7.004,295,51.5483
"2022-12-08",55.52,119.997,249.094,7.122,285.6,50.24
"2022-12-09",56.72,119.359,247.326,6.898,281.2,49.6178
"2022-12-12",58.4,118.327,243.964,6.97,289.4,50.8463
"2022-12-13",58.3,125.496,257.586,6.83,290,51.0058
"2022-12-14",57.24,125.937,257.232,6.686,295,50.7187
"2022-12-15",58.36,123.679,256.702,6.578,285,50.6389
"2022-12-16",56.86,122.108,251.04,6.572,281.2,49.8572
"2022-12-19",56.46,121.568,251.571,6.548,279.2,50.0805
"2022-12-20",57.16,123.336,251.571,6.722,282.2,50.8942
"2022-12-21",57.7,126.38,256.348,6.68,293.2,50.4954
"2022-12-22",56.52,121.568,263.071,6.672,301.4,50.8144
"2022-12-23",56.62,121.863,268.024,6.69,300,50.8144
"2022-12-27",55,123.139,269.262,6.498,287,50.8303
"2022-12-28",54.78,123.09,266.609,6.68,293,50.7506
"2022-12-29",56.62,126.036,274.039,6.804,296.8,51.4525
"2022-12-30",58.16,124.465,274.216,6.884,296,51.2452
"2023-01-02",57.98,125.348,275.808,6.92,297.4,51.5324
"2023-01-03",55,128.147,278.638,6.832,322.2,52.011
"2023-01-04",57.5,130.111,281.823,6.946,334,52.4576
"2023-01-05",56.52,134.039,282.885,6.898,336.4,49.8252
"2023-01-09",58.08,145.43,291.907,6.7,345,49.4583
"2023-01-10",58.48,148.131,295.799,6.668,356,49.4583
"2023-01-11",59.46,147.836,290.846,6.81,339.8,49.4583
"2023-01-12",58.4,148.376,291.022,6.974,344.4,50.3518
"2023-01-13",57.9,151.028,286.246,6.92,343.6,49.8572
"2023-01-16",56.08,147.59,286.954,6.916,350.6,50.4954
"2023-01-17",56.38,146.167,283.593,6.95,335.2,49.8252
"2023-01-18",58.1,149.898,288.369,7.218,332.8,50.9421
"2023-01-19",57.38,143.761,297.215,7.306,331,50.4954
"2023-01-20",58.8,141.895,295.445,7.26,330.2,50.7666
"2023-01-23",61.28,145.135,298.984,7.47,328,51.8354
"2023-01-24",64.42,146.019,297.215,7.584,329,51.7238
"2023-01-25",64.48,145.479,297.215,7.442,313.4,51.3409
"2023-01-26",64.96,146.56,306.944,7.554,322.6,51.9472
"2023-01-27",64.32,143.564,306.944,7.56,317.4,53.8935
"2023-01-30",63.84,141.11,305.176,7.59,309.2,52.6013
"2023-01-31",67.24,138.115,311.014,7.488,317.8,51.7877
"2023-02-01",59.42,136.347,306.592,7.03,314.8,50.1603
"2023-02-02",60.5,138.9,311.368,7.118,318.8,50.7027
"2023-02-03",57.62,135.266,312.783,6.986,320,50.2879
"2023-02-06",57.5,132.468,302.522,6.77,312.6,49.4903
"2023-02-07",57.6,135.855,300.399,6.8,312.6,49.9529
"2023-02-08",59.66,135.462,299.869,6.872,318,51.4525
"2023-02-09",57.42,136.249,304.468,6.916,319,51.1973
"2023-02-10",56.44,131.24,288.369,6.85,309.4,50.6548
"2023-02-13",53.72,130.749,295.799,6.736,313,50.591
"2023-02-14",54.88,131.339,286.246,6.766,320,50.7506
"2023-02-15",55.94,130.209,297.745,6.752,321.4,50.8942
"2023-02-16",55.6,131.585,294.03,6.766,327.2,50.4954
"2023-02-17",55.9,130.994,301.992,6.898,322,50.4954
"2023-02-20",56.1,134.236,295.092,6.92,319.2,50.4474
"2023-02-21",55.34,133.156,295.092,6.772,314.6,50.0964
"2023-02-22",53.28,126.183,288.369,6.686,312,49.7774
"2023-02-23",55.76,126.036,294.915,6.758,314,51.2133
"2023-02-24",54.06,121.765,291.907,6.624,317.6,49.905
"2023-02-27",54.8,123.532,292.262,6.66,316,50.2879
"2023-02-28",54.66,125.103,292.615,6.68,328,53.1756
"2023-03-01",55.54,129.816,292.438,6.74,323.8,52.8725
"2023-03-02",52.24,125.741,288.546,6.444,311.2,51.9791
"2023-03-03",53,128.54,289.785,6.36,316.2,52.3301
"2023-03-06",53.78,127.656,298.1,6.606,326.4,52.9203
"2023-03-07",52.6,123.581,298.275,6.644,321,51.9312
"2023-03-08",53.04,123.729,302.522,6.516,321.8,51.9791
"2023-03-09",52.16,119.702,293.676,6.624,317.8,50.6389
"2023-03-10",50.66,119.261,290.138,6.506,304.2,49.8252
"2023-03-13",48.15,117.395,276.692,6.336,295.8,47.847
"2023-03-14",47.37,118.327,274.039,6.166,294.6,47.6395
"2023-03-15",44.1,111.257,264.486,6.104,286,45.0389
"2023-03-16",45.55,112.829,263.248,6.044,283,44.2891
"2023-03-17",44.9,112.338,265.017,5.86,272.8,44.2253
"2023-03-20",46.71,115.234,266.609,5.982,273.8,44.4167
"2023-03-21",47.5,116.756,269.97,6.212,288,46.1398
"2023-03-22",46.68,116.51,267.14,6.14,281.2,46.0282
"2023-03-23",46.45,115.284,269.794,6.23,283,45.9643
"2023-03-24",45.44,112.877,263.424,6.056,274.2,44.8794
"2023-03-27",45.46,114.35,267.493,6.016,277,45.2942
"2023-03-28",45.37,114.891,268.731,6.008,286.8,45.4537
"2023-03-29",46.91,116.364,268.731,6,298.8,45.358
"2023-03-30",47.78,121.028,272.801,6.394,305.8,46.5546
"2023-03-31",47.11,120.046,272.624,6.276,306.4,46.4589
"2023-04-03",47,118.475,277.754,6.26,319,47.6874
"2023-04-04",45.78,116.314,283.769,6.216,324.4,47.3044
"2023-04-05",44.47,114.252,285.361,6.22,320.8,47.0492
"2023-04-06",44.75,114.35,288.369,6.244,323.4,46.7461
"2023-04-11",45.49,117.788,301.284,6.448,329.8,48.2937
"2023-04-12",47.29,119.8,309.068,6.434,342.2,48.7563
"2023-04-13",47.24,121.617,314.022,6.47,350.8,48.7563
"2023-04-14",46.17,123.679,313.845,6.618,356.6,48.9318
"2023-04-17",46.43,119.948,323.575,6.66,356,49.219
"2023-04-18",47.01,126.527,330.121,6.752,360,49.7455
"2023-04-19",46.01,123.434,329.59,6.69,365.2,49.2349
"2023-04-20",46.16,123.777,339.85,6.792,366.2,48.8999
"2023-04-21",44.74,120.537,340.028,6.686,366.4,48.9318
"2023-04-24",45.38,118.573,343.389,6.76,352.2,49.4742
"2023-04-25",44.24,114.105,344.097,6.85,349.4,49.6417
"2023-04-26",43.84,115.823,346.751,6.726,338,50.3278
"2023-04-27",44.71,117.149,343.566,6.838,354.6,51.5803
"2023-04-28",42.9,117.247,331.89,6.878,347.5,50.591
"2023-05-02",41.87,113.909,332.243,6.898,341.7,50.248
"2023-05-04",40.68,114.056,323.752,6.642,334.3,49.3945
"2023-05-05",41.55,116.412,326.229,6.746,344.7,50.2959
"2023-05-08",42,119.898,334.367,7.056,354.7,50.3836
"2023-05-09",41.9,118.279,335.605,6.94,346.8,49.9609
"2023-05-10",42.2,117.002,342.151,7.248,355.2,50.1444
"2023-05-11",41.25,112.731,331.182,7.166,349.5,49.8332
"2023-05-12",40.91,112.583,333.837,7.302,350.1,50.4634
"2023-05-15",41.7,114.105,329.944,7.4,339.9,50.9021
"2023-05-16",40.76,112.731,328.529,7.482,345.8,50.6629
"2023-05-17",40.13,111.06,322.867,7.06,341.1,50.599
"2023-05-18",40.51,109.343,333.837,6.956,344,50.607
"2023-05-19",41.06,110.668,336.313,7.12,364.9,51.4286
"2023-05-22",40.56,111.551,331.713,7.394,366.5,51.5803
"2023-05-23",40.88,108.999,345.69,7.404,370,51.1256
"2023-05-24",42.42,103.795,337.374,7.292,360,51.3329
"2023-05-25",40.13,103.402,330.121,7.128,368,49.913
"2023-05-26",40.73,107.329,340.558,7.15,378,51.668
"2023-05-29",41.04,107.624,337.552,7.2,379,51.0936
"2023-05-30",39.7,104.923,333.305,6.88,366.6,49.9847
"2023-05-31",38.45,102.715,327.29,6.716,352.8,48.0144
"2023-06-01",39.34,106.592,337.904,6.968,356.8,49.7614
"2023-06-02",41.4,112.338,342.329,7.094,384.5,51.0697
"2023-06-05",41.89,111.208,346.396,7.23,388,51.2133
"2023-06-06",42,111.503,353.827,7.32,396,51.8754
"2023-06-07",42.14,111.749,350.82,7.15,379.6,51.8993
"2023-06-09",42.49,112.092,340.382,7.14,397.7,52.0429
"2023-06-12",41.45,108.9,340.028,7.15,378.9,51.0058
"2023-06-13",42.06,112.24,337.374,7.08,375.8,51.0058
"2023-06-14",44.31,116.806,340.028,7.284,394.2,51.8195
"2023-06-15",44.36,118.573,338.436,7.44,396.4,52.2901
"2023-06-16",42.34,118.524,341.443,7.518,404.4,53.3032
"2023-06-19",41.2,115.038,338.436,7.508,396.8,52.8087
"2023-06-20",41.66,112.583,339.498,7.408,394.4,53.1118
"2023-06-21",42.25,113.32,333.659,7.36,396,53.4469
"2023-06-22",41.52,114.4,335.074,7.15,395.2,53.3192
"2023-06-23",41.24,110.423,335.605,7.176,385.8,52.3859
"2023-06-26",41.25,111.11,334.012,7.278,408.1,52.9363
"2023-06-27",40.84,109.932,331.182,7.142,407.5,52.2024
"2023-06-28",40.35,108.704,337.552,7.238,404,52.3939
"2023-06-29",40.79,108.508,356.127,7.4,406,52.705
"2023-06-30",40.05,110.373,360.903,7.26,406.1,51.3808
"2023-07-03",40.92,112.976,367.98,7.394,416.8,51.9232
"2023-07-04",40.2,113.074,364.619,7.37,412,51.8275
"2023-07-05",39.55,109.932,355.596,7.234,396.6,50.7905
"2023-07-06",39,106.888,362.85,7.188,409.1,50.5591
"2023-07-07",37.42,110.128,361.966,7.122,418.2,51.6919
"2023-07-10",38.44,110.03,367.45,7.052,407.3,52.2582
"2023-07-11",40,111.699,366.211,7.064,416.8,52.8247
"2023-07-12",41.66,117.542,368.688,7.202,432.9,53.6064
"2023-07-13",42.78,120.782,372.05,7.24,436,53.5585
"2023-07-14",42.43,118.868,380.542,7.24,450,53.2395
"2023-07-17",42.74,116.069,385.671,8.318,454.4,53.3272
"2023-07-18",42.39,114.891,396.109,8.59,466,54.093
"2023-07-19",42.99,114.498,393.278,8.446,465.8,56.191
"2023-07-20",43.83,115.48,390.448,8.35,463.1,56.0634
"2023-07-21",41.88,114.203,390.625,8.34,454.7,56.0475
"2023-07-24",41.27,114.891,398.586,8.532,461,56.7335
"2023-07-25",42.27,120.782,394.163,8.49,464.3,56.2149
"2023-07-26",41.33,118.654,388.326,8.396,469.9,55.8559
"2023-07-27",41.1,118.901,394.163,8.454,477,56.3983
"2023-07-28",40.55,119.198,388.856,8.392,477,56.1989
"2023-07-31",40.9,122.812,386.732,8.522,478.2,57.0285
"2023-08-01",40.43,120.931,385.671,8.822,470.6,56.7175
"2023-08-02",39.08,116.971,372.756,8.71,461.3,55.7442
"2023-08-03",38.52,117.317,375.057,8.612,458.8,55.3454
"2023-08-04",38.89,118.357,375.942,8.67,467,56.175
"2023-08-07",38.58,116.575,370.457,8.646,461.1,55.4971
"2023-08-08",37.74,113.902,370.28,8.47,448.1,55.4491
"2023-08-09",38.65,114.496,367.98,8.626,448.4,56.2115
"2023-08-10",37.6,115.09,364.619,8.966,452.3,57.3895
"2023-08-11",36.8,112.813,379.834,8.934,448.7,55.9343
"2023-08-14",36.02,111.377,365.68,8.832,448.1,55.5704
"2023-08-16",34.59,108.011,370.634,8.816,427.8,55.3192
"2023-08-17",34.1,106.675,363.381,8.702,416,54.4009
"2023-08-18",34.7,105.239,365.149,8.884,419.5,54.2017
"2023-08-21",35.35,106.774,359.135,8.85,420.2,55.4751
"2023-08-22",35.01,108.605,355.95,8.82,415.8,55.709
"2023-08-23",34.6,111.13,359.135,9.164,409,55.5791
"2023-08-24",34.29,108.754,349.05,8.952,412.1,55.1459
"2023-08-25",34.72,109.348,353.296,8.824,413.8,54.1931
"2023-08-28",38.1,112.268,350.643,8.918,426.9,55.4404
"2023-08-29",37.69,114.793,349.05,8.632,432,55.0246
"2023-08-30",37.37,114.644,356.304,8.616,438.4,55.0766
"2023-08-31",36.21,112.961,353.827,8.486,429,54.6175
"2023-09-01",37.02,116.723,363.734,8.458,428,55.0593
"2023-09-04",37.2,115.337,358.25,8.21,418.3,54.167
"2023-09-05",36.48,113.605,347.812,7.89,422.8,53.5261
"2023-09-06",35.99,111.872,356.825,7.536,408.5,52.4086
"2023-09-07",35.68,108.16,358.848,7.458,401.4,50.6414
"2023-09-08",37.26,109.199,370.251,7.566,398.7,50.7887
"2023-09-11",37.99,110.783,375.217,7.624,399.7,50.6587
"2023-09-12",38.01,111.476,381.655,7.73,400.9,51.2911
"2023-09-13",39.3,110.239,383.311,7.83,407.1,51.2045
"2023-09-14",42.12,115.139,382.759,7.768,404.6,51.8195
"2023-09-15",43.25,115.634,382.023,7.834,407.8,52.3046
"2023-09-18",43.35,111.377,368.596,7.68,397.6,51.7243
"2023-09-19",44.34,110.486,371.723,7.5,394.2,50.9446
"2023-09-20",45.63,114.001,392.875,7.768,400.6,51.343
"2023-09-21",44.5,110.585,390.3,7.844,396.3,51.629
"2023-09-22",44.81,110.338,389.932,7.714,390.2,52.6685
"2023-09-25",42.68,107.12,389.564,7.56,381.1,51.9494
"2023-09-26",42.7,108.259,388.092,7.652,388.4,51.343
"2023-09-27",43.95,107.467,374.298,7.598,381.6,50.4854
"2023-09-28",44.39,110.288,378.713,7.366,382.6,50.4162
"2023-09-29",44.02,110.833,380.736,7.498,395.3,50.8493
"2023-10-02",42.83,107.714,378.345,7.42,385.1,50.0177
"2023-10-03",42.4,106.18,374.666,7.004,378.2,50.1043
"2023-10-04",43.85,105.685,378.713,6.896,395.7,49.5932
"2023-10-05",43.99,103.952,368.044,6.74,396.5,48.5711
"2023-10-06",40.58,106.328,373.93,6.436,418,47.2977
"2023-10-09",42.16,106.823,380.551,6.53,434.4,50.3295
"2023-10-10",43.95,108.952,383.679,6.886,440,52.5645
"2023-10-11",43.61,109.694,414.211,6.912,447.3,52.5385
